polish,english,category,subtext,accepted_answers,frequency_rank
dobrać,,misc,,[],534
pop,,misc,,[],535
opinie,,adverb,,[],536
burmistrzu,,misc,,[],537
fundusz,,misc,,[],538
niebios,,misc,,[],539
mówmy,,misc,,[],540
asystentka,,misc,,[],541
konkursie,,misc,,[],542
queens,,misc,,[],543
kosztem,,misc,,[],544
dorwiemy,,misc,,[],545
popełniłam,,misc,,[],546
wyglądamy,,misc,,[],547
chwilowo,,adverb,,[],548
schmidt,,misc,,[],549
władca,,misc,,[],550
okupu,,misc,,[],551
biblia,,misc,,[],552
opowie,,adverb,,[],553
odwiedza,,misc,,[],554
biednym,,misc,,[],555
cienie,,noun,,[],556
wyobraźnia,,noun,,[],557
naukowe,,adjective,,[],558
pamiątkę,,misc,,[],559
nieszczęśliwa,,adjective,,[],560
taaak,,misc,,[],561
collegu,,misc,,[],562
dostępne,,adjective,,[],563
harriet,,misc,,[],564
wu,,misc,,[],565
chronił,,misc,,[],566
czytania,,noun,,[],567
point,,misc,,[],568
zaopiekować,,verb,,[],569
ciasno,,misc,,[],570
fotel,,misc,,[],571
lewe,,adjective,,[],572
przerażający,,misc,,[],573
sukcesem,,misc,,[],574
czary,,misc,,[],575
śmiesznego,,misc,,[],576
wypróbować,,verb,,[],577
doskonałym,,misc,,[],578
ucieczce,,misc,,[],579
lądowanie,,noun,,[],580
oszustwa,,adjective,,[],581
płacimy,,misc,,[],582
caly,,misc,,[],583
wypiję,,misc,,[],584
opóźnienie,,noun,,[],585
courtney,,misc,,[],586
homo,,misc,,[],587
konsekwencji,,misc,,[],588
fani,,misc,,[],589
wypadków,,misc,,[],590
okolica,,misc,,[],591
polityczne,,adjective,,[],592
zaatakuje,,misc,,[],593
wyglądały,,misc,,[],594
tańczę,,misc,,[],595
bułka,,misc,,[],596
kolczyki,,misc,,[],597
sąsiedztwie,,adverb,,[],598
ostrożności,,misc,,[],599
pośpieszcie,,noun,,[],600
utknąłem,,misc,,[],601
argo,,misc,,[],602
boje,,misc,,[],603
myliłam,,misc,,[],604
bunt,,misc,,[],605
wadze,,misc,,[],606
doprowadził,,misc,,[],607
zmarli,,misc,,[],608
rani,,misc,,[],609
wygadujesz,,misc,,[],610
przyciąga,,misc,,[],611
premiera,,misc,,[],612
żartowałam,,misc,,[],613
hit,,misc,,[],614
partia,,misc,,[],615
godne,,adjective,,[],616
dyskutować,,verb,,[],617
teorie,,misc,,[],618
bali,,misc,,[],619
towarzyszyć,,verb,,[],620
jedliśmy,,misc,,[],621
koktajl,,misc,,[],622
typowy,,adjective,,[],623
bij,,misc,,[],624
świece,,misc,,[],625
traktuj,,misc,,[],626
gadka,,misc,,[],627
pokochać,,misc,,[],628
glen,,misc,,[],629
pleców,,misc,,[],630
czarujący,,misc,,[],631
zaliczyć,,verb,,[],632
szkolny,,adjective,,[],633
przyjęć,,misc,,[],634
ataków,,misc,,[],635
letni,,misc,,[],636
barman,,misc,,[],637
loterii,,misc,,[],638
pączki,,misc,,[],639
mniejszy,,misc,,[],640
tańcz,,misc,,[],641
pytaniem,,misc,,[],642
motel,,misc,,[],643
specjalnej,,misc,,[],644
bruno,,misc,,[],645
sypialnia,,noun,,[],646
odwiedziny,,adjective,,[],647
włoszech,,misc,,[],648
powiedzie,,misc,,[],649
rosa,,misc,,[],650
szukajcie,,noun,,[],651
alexa,,misc,,[],652
dostawy,,adjective,,[],653
pal,,misc,,[],654
spalił,,misc,,[],655
przyczyn,,misc,,[],656
przyszłego,,misc,,[],657
boston,,misc,,[],658
zdecydowałeś,,misc,,[],659
pomyślałaś,,misc,,[],660
oznaczało,,misc,,[],661
podwójny,,adjective,,[],662
załatwisz,,misc,,[],663
sandra,,misc,,[],664
podejrzewać,,misc,,[],665
zrozumienie,,noun,,[],666
znanym,,misc,,[],667
uśmiechem,,misc,,[],668
plamy,,misc,,[],669
przygotowana,,adjective,,[],670
porabiasz,,misc,,[],671
wyścigi,,misc,,[],672
dziewczynek,,misc,,[],673
dobroci,,misc,,[],674
emmy,,misc,,[],675
śmieć,,verb,,[],676
profilu,,misc,,[],677
wyjechali,,misc,,[],678
wyeliminować,,verb,,[],679
wyjedziemy,,misc,,[],680
piąta,,misc,,[],681
poluje,,misc,,[],682
dzika,,misc,,[],683
ee,,misc,,[],684
shepherd,,misc,,[],685
organów,,misc,,[],686
otrzymasz,,misc,,[],687
doradcą,,misc,,[],688
chcąc,,misc,,[],689
wojskowym,,misc,,[],690
chemii,,misc,,[],691
szachy,,misc,,[],692
johnem,,misc,,[],693
świnio,,misc,,[],694
zakupów,,misc,,[],695
brooks,,misc,,[],696
porażkę,,misc,,[],697
kwas,,misc,,[],698
drobnych,,misc,,[],699
torebce,,misc,,[],700
pożarze,,adverb,,[],701
wioskę,,misc,,[],702
prawdziwymi,,misc,,[],703
rządzisz,,misc,,[],704
brudną,,misc,,[],705
wyjaśnisz,,misc,,[],706
czytanie,,noun,,[],707
znajdujemy,,misc,,[],708
pisarz,,misc,,[],709
grubą,,misc,,[],710
wysiłek,,misc,,[],711
wyzdrowieje,,misc,,[],712
spędzę,,misc,,[],713
wyjaśnijmy,,misc,,[],714
odwieźć,,misc,,[],715
cięcia,,misc,,[],716
okaż,,misc,,[],717
dumę,,misc,,[],718
pogłoski,,adjective,,[],719
werdykt,,misc,,[],720
wiedzieliście,,noun,,[],721
załatwiłeś,,misc,,[],722
egzekucji,,misc,,[],723
głupiej,,misc,,[],724
wybuchowe,,adjective,,[],725
napięcia,,misc,,[],726
loda,,misc,,[],727
gatunków,,misc,,[],728
kochani,,misc,,[],729
podwójna,,adjective,,[],730
chorąży,,misc,,[],731
krwotok,,misc,,[],732
twa,,adjective,,[],733
poprosisz,,misc,,[],734
zdrady,,misc,,[],735
należeć,,verb,,[],736
kocie,,noun,,[],737
deski,,adjective,,[],738
zamówiłem,,misc,,[],739
otworzymy,,misc,,[],740
szczęśliwych,,misc,,[],741
patrzyła,,misc,,[],742
jackiem,,misc,,[],743
helena,,adjective,,[],744
ukochaną,,misc,,[],745
przetrwania,,noun,,[],746
trish,,misc,,[],747
wyciągnąłem,,misc,,[],748
poświęcił,,misc,,[],749
kotów,,misc,,[],750
trwała,,misc,,[],751
okropną,,misc,,[],752
zawiodę,,misc,,[],753
cudowną,,misc,,[],754
intencje,,misc,,[],755
fundacji,,misc,,[],756
look,,misc,,[],757
porcie,,noun,,[],758
zapłaciłeś,,misc,,[],759
kieszenie,,noun,,[],760
zmienią,,misc,,[],761
brady,,misc,,[],762
sypiam,,misc,,[],763
prochu,,misc,,[],764
szybkiego,,misc,,[],765
owoc,,misc,,[],766
truciznę,,misc,,[],767
przeczytał,,misc,,[],768
kochanek,,misc,,[],769
przegrałem,,misc,,[],770
bliscy,,misc,,[],771
indie,,misc,,[],772
away,,misc,,[],773
planowałem,,misc,,[],774
polowania,,noun,,[],775
odtworzyć,,verb,,[],776
żywność,,noun,,[],777
póżniej,,misc,,[],778
pragną,,misc,,[],779
alexander,,misc,,[],780
archie,,misc,,[],781
wkurzyć,,verb,,[],782
mylą,,misc,,[],783
kawałka,,misc,,[],784
wyjazdem,,misc,,[],785
peg,,misc,,[],786
etapie,,misc,,[],787
zrelaksować,,verb,,[],788
brama,,misc,,[],789
podobać,,misc,,[],790
paskudne,,adjective,,[],791
tańczysz,,misc,,[],792
pierś,,misc,,[],793
modlitwę,,misc,,[],794
wspólną,,misc,,[],795
telegram,,misc,,[],796
grilla,,misc,,[],797
mistrzostwa,,adjective,,[],798
burmistrzem,,misc,,[],799
sherman,,misc,,[],800
zerwał,,misc,,[],801
eksperymenty,,misc,,[],802
skała,,misc,,[],803
rzucam,,misc,,[],804
doliny,,adjective,,[],805
trudy,,misc,,[],806
stewart,,misc,,[],807
skurwysyny,,adjective,,[],808
sukę,,misc,,[],809
gwiazdami,,misc,,[],810
kredytowej,,misc,,[],811
niełatwo,,misc,,[],812
clarka,,misc,,[],813
brawa,,adjective,,[],814
systemem,,misc,,[],815
jeziorze,,adverb,,[],816
rzuciłeś,,misc,,[],817
przesłuchaniu,,misc,,[],818
percy,,misc,,[],819
uśmiechasz,,misc,,[],820
przekroczyć,,verb,,[],821
wojownika,,misc,,[],822
odkryłam,,misc,,[],823
panom,,misc,,[],824
złożyłem,,misc,,[],825
obecnej,,misc,,[],826
prezes,,misc,,[],827
przeciez,,misc,,[],828
zagubiona,,adjective,,[],829
przełożyć,,verb,,[],830
zysk,,misc,,[],831
krąży,,misc,,[],832
zakochani,,misc,,[],833
agresywny,,adjective,,[],834
różowy,,adjective,,[],835
gil,,misc,,[],836
dożywocie,,noun,,[],837
moczu,,misc,,[],838
ochraniać,,misc,,[],839
rozpoznał,,misc,,[],840
nadać,,misc,,[],841
hitlera,,misc,,[],842
świeży,,misc,,[],843
zgadzają,,misc,,[],844
postąpić,,verb,,[],845
francuskie,,adjective,,[],846
odgłosy,,misc,,[],847
ohydne,,adjective,,[],848
brodę,,misc,,[],849
klatka,,misc,,[],850
któraś,,misc,,[],851
eugene,,adjective,,[],852
wypłaty,,misc,,[],853
obłęd,,misc,,[],854
ciężarówce,,misc,,[],855
zakładać,,misc,,[],856
robotą,,misc,,[],857
jednostkę,,misc,,[],858
depresji,,misc,,[],859
żywym,,misc,,[],860
wzgórzu,,misc,,[],861
cierpliwy,,adjective,,[],862
bałaganu,,misc,,[],863
wykluczone,,adjective,,[],864
łączą,,misc,,[],865
miękkie,,misc,,[],866
przecznic,,misc,,[],867
ciasteczko,,misc,,[],868
fuj,,misc,,[],869
klinger,,misc,,[],870
bradley,,misc,,[],871
cesarz,,misc,,[],872
przygotowanie,,noun,,[],873
wojskowych,,misc,,[],874
benzyny,,adjective,,[],875
kapralu,,misc,,[],876
głąb,,misc,,[],877
cyrus,,misc,,[],878
popełniasz,,misc,,[],879
skądś,,misc,,[],880
niewoli,,misc,,[],881
maska,,adjective,,[],882
marilyn,,misc,,[],883
francuzi,,misc,,[],884
rdzenia,,noun,,[],885
heroiny,,adjective,,[],886
umówiony,,adjective,,[],887
khan,,misc,,[],888
chang,,misc,,[],889
koncercie,,noun,,[],890
pedał,,misc,,[],891
valley,,misc,,[],892
pisz,,misc,,[],893
roberts,,misc,,[],894
du,,misc,,[],895
załamanie,,noun,,[],896
dziać,,misc,,[],897
nauczyciele,,misc,,[],898
burzę,,misc,,[],899
niepokoić,,verb,,[],900
zdań,,misc,,[],901
odpierdol,,misc,,[],902
zamknięcie,,noun,,[],903
piłeś,,misc,,[],904
powtarzasz,,misc,,[],905
zasłony,,adjective,,[],906
prowadzenia,,noun,,[],907
starają,,misc,,[],908
potrzebowaliśmy,,misc,,[],909
ręczniki,,misc,,[],910
wzrokiem,,misc,,[],911
cd,,misc,,[],912
rozpada,,misc,,[],913
udzielić,,verb,,[],914
przeżyjesz,,misc,,[],915
byliby,,misc,,[],916
pogrzebu,,misc,,[],917
zdawało,,misc,,[],918
widokiem,,misc,,[],919
długiego,,misc,,[],920
zniszczyli,,misc,,[],921
zdrowiu,,misc,,[],922
napijemy,,misc,,[],923
bam,,misc,,[],924
ugryzł,,misc,,[],925
stałaś,,misc,,[],926
zwykłego,,misc,,[],927
dopilnuj,,misc,,[],928
franków,,misc,,[],929
najbliższe,,misc,,[],930
stewie,,adverb,,[],931
podlega,,misc,,[],932
zapewni,,misc,,[],933
przełom,,misc,,[],934
pocałował,,misc,,[],935
niepokojące,,misc,,[],936
obiecałaś,,misc,,[],937
wróciły,,misc,,[],938
bajzel,,misc,,[],939
samuel,,misc,,[],940
ciemną,,misc,,[],941
wskazówka,,misc,,[],942
medyczną,,misc,,[],943
chować,,verb,,[],944
skłonny,,adjective,,[],945
majora,,misc,,[],946
dochodzenia,,noun,,[],947
zmieniasz,,misc,,[],948
przestraszony,,adjective,,[],949
wszytko,,misc,,[],950
fatalnie,,adverb,,[],951
klientka,,misc,,[],952
poleci,,misc,,[],953
gamma,,misc,,[],954
książe,,misc,,[],955
oznaczają,,misc,,[],956
wyświadcz,,misc,,[],957
położył,,misc,,[],958
alpha,,misc,,[],959
football,,misc,,[],960
nadia,,misc,,[],961
pieprzonych,,misc,,[],962
przyprowadziłem,,misc,,[],963
chrisa,,misc,,[],964
żebra,,misc,,[],965
wzgórze,,adverb,,[],966
zakończył,,misc,,[],967
pięści,,misc,,[],968
thomasa,,misc,,[],969
brazylii,,misc,,[],970
zdobycia,,misc,,[],971
walczyliśmy,,misc,,[],972
boone,,adjective,,[],973
strumień,,misc,,[],974
spadło,,misc,,[],975
godny,,adjective,,[],976
spóźnisz,,misc,,[],977
sidney,,misc,,[],978
klejnoty,,misc,,[],979
lola,,misc,,[],980
odszukać,,misc,,[],981
zasadami,,misc,,[],982
poglądy,,misc,,[],983
strażnikiem,,misc,,[],984
